"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-01","1958","01","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-02","1958","02","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-03","1958","03","","","","","","","","","","","12.2","","0.3","","12.4","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-04","1958","04","","","","","","","","","","","36.3","","0.0","T","36.3","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-05","1958","05","","","","","","","","","","","29.2","","0.0","","29.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-06","1958","06","","","","","","","","","","","44.7","","0.0","","44.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-07","1958","07","","","","","","","","","","","62.7","","0.0","","62.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-08","1958","08","","","","","","","","","","","116.8","","0.0","","116.8","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-09","1958","09","","","","","","","","","","","103.1","","0.0","","103.1","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-10","1958","10","","","","","","","","","","","45.2","","0.0","","45.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-11","1958","11","","","","","","","","","","","62.2","","13.5","","75.7","","5","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1958-12","1958","12","","","","","","","","","","","0.5","","","M","","M","0","T","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-01","1959","01","","","","","","","","","","","47.8","","20.8","","68.6","","3","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-02","1959","02","","","","","","","","","","","41.4","","10.4","","51.8","","5","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-03","1959","03","","","","","","","","","","","35.1","","13.7","","48.8","","3","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-04","1959","04","","","","","","","","","","","71.9","","0.0","","71.9","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-05","1959","05","","","","","","","","","","","27.4","","0.0","","27.4","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-06","1959","06","","","","","","","","","","","14.0","","0.0","","14.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-07","1959","07","","","","","","","","","","","22.1","","0.0","","22.1","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-08","1959","08","","","","","","","","","","","20.3","","0.0","","20.3","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-09","1959","09","","","","","","","","","","","102.4","","0.0","","102.4","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-10","1959","10","","","","","","","","","","","75.4","","0.0","","75.4","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-11","1959","11","","","","","","","","","","","51.8","","7.6","","59.4","","3","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1959-12","1959","12","","","","","","","","","","","93.0","","10.2","","103.1","","10","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-01","1960","01","","","","","","","","","","","26.4","","","M","","M","5","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-02","1960","02","","","","","","","","","","","42.2","","","M","","M","8","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-03","1960","03","","","","","","","","","","","17.8","","32.5","","50.3","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-04","1960","04","","","","","","","","","","","79.5","","0.0","","79.5","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-05","1960","05","","","","","","","","","","","133.6","","0.0","","133.6","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-06","1960","06","","","","","","","","","","","58.2","","0.0","","58.2","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-07","1960","07","","","","","","","","","","","78.7","","0.0","","78.7","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-08","1960","08","","","","","","","","","","","34.0","","0.0","","34.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-09","1960","09","","","","","","","","","","","6.6","","0.0","","6.6","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-10","1960","10","","","","","","","","","","","57.4","","0.0","","57.4","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-11","1960","11","","","","","","","","","","","43.9","","0.0","","43.9","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1960-12","1960","12","","","","","","","","","","","8.4","","15.2","","23.6","","3","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-01","1961","01","","","","","","","","","","","0.0","T","","M","","M","3","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-02","1961","02","","","","","","","","","","","","M","15.2","","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-03","1961","03","","","","","","","","","","","","M","7.6","","","M","3","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-04","1961","04","","","","","","","","","","","59.7","","0.0","T","59.7","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-05","1961","05","","","","","","","","","","","69.6","","0.0","T","69.6","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-06","1961","06","","","","","","","","","","","90.9","","0.0","","90.9","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-07","1961","07","","","","","","","","","","","110.7","","0.0","","110.7","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-08","1961","08","","","","","","","","","","","62.5","","0.0","","62.5","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-09","1961","09","","","","","","","","","","","33.8","","0.0","","33.8","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-10","1961","10","","","","","","","","","","","10.9","","0.0","","10.9","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-11","1961","11","","","","","","","","","","","47.0","","0.0","T","47.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1961-12","1961","12","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-01","1962","01","","","","","","","","","","","26.9","","36.3","","63.2","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-02","1962","02","","","","","","","","","","","15.2","","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-03","1962","03","","","","","","","","","","","4.8","","0.0","","4.8","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-04","1962","04","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-05","1962","05","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-06","1962","06","","","","","","","","","","","76.2","","0.0","","76.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-07","1962","07","","","","","","","","","","","70.4","","0.0","","70.4","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-08","1962","08","","","","","","","","","","","","M","0.0","","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-09","1962","09","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-10","1962","10","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-11","1962","11","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1962-12","1962","12","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-01","1963","01","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-02","1963","02","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-03","1963","03","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-04","1963","04","","","","","","","","","","","","M","","M","63.8","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-05","1963","05","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-06","1963","06","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-07","1963","07","","","","","","","","","","","","M","0.0","","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-08","1963","08","","","","","","","","","","","137.4","","0.0","","137.4","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-09","1963","09","","","","","","","","","","","","M","0.0","","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-10","1963","10","","","","","","","","","","","14.7","","0.0","","14.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-11","1963","11","","","","","","","","","","","61.2","","0.0","T","61.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1963-12","1963","12","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-01","1964","01","","","","","","","","","","","41.4","","6.4","","47.8","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-02","1964","02","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-03","1964","03","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-04","1964","04","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-05","1964","05","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-06","1964","06","","","","","","","","","","","36.3","","0.0","","36.3","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-07","1964","07","","","","","","","","","","","","M","0.0","","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-08","1964","08","","","","","","","","","","","121.4","","0.0","","121.4","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-09","1964","09","","","","","","","","","","","4.8","","0.0","","4.8","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-10","1964","10","","","","","","","","","","","","M","0.0","","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-11","1964","11","","","","","","","","","","","38.9","","0.0","","38.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1964-12","1964","12","","","","","","","","","","","30.2","","11.2","","41.4","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-01","1965","01","","","","","","","","","","","25.4","","46.5","","71.9","","3","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-02","1965","02","","","","","","","","","","","43.2","","35.6","","78.7","","5","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-03","1965","03","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-04","1965","04","","","","","","","","","","","51.6","","6.4","","57.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-05","1965","05","","","","","","","","","","","29.5","E","0.0","","29.5","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-06","1965","06","","","","","","","","","","","38.9","","0.0","","38.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-07","1965","07","","","","","","","","","","","76.7","","0.0","","76.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-08","1965","08","","","","","","","","","","","131.3","","0.0","","131.3","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-09","1965","09","","","","","","","","","","","64.5","E","0.0","","64.5","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-10","1965","10","","","","","","","","","","","76.7","","1.3","","78.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-11","1965","11","","","","","","","","","","","78.7","E","0.0","T","78.7","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1965-12","1965","12","","","","","","","","","","","35.8","","10.9","","46.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-01","1966","01","","","","","","","","","","","2.5","","62.7","","65.3","","3","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-02","1966","02","","","","","","","","","","","31.2","","12.2","E","43.4","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-03","1966","03","","","","","","","","","","","50.8","E","7.6","","58.4","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-04","1966","04","","","","","","","","","","","30.5","E","0.0","T","30.5","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-05","1966","05","","","","","","","","","","","","M","0.0","","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-06","1966","06","","","","","","","","","","","53.8","","0.0","","53.8","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-07","1966","07","","","","","","","","","","","25.4","","0.0","","25.4","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-08","1966","08","","","","","","","","","","","","M","0.0","","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-09","1966","09","","","","","","","","","","","","M","0.0","","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-10","1966","10","","","","","","","","","","","19.1","","0.0","","19.1","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-11","1966","11","","","","","","","","","","","","M","0.0","","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1966-12","1966","12","","","","","","","","","","","73.2","","19.1","","92.2","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-01","1967","01","","","","","","","","","","","6.4","","36.8","","43.2","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-02","1967","02","","","","","","","","","","","16.3","","51.6","E","67.8","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-03","1967","03","","","","","","","","","","","7.9","E","16.5","E","24.4","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-04","1967","04","","","","","","","","","","","32.8","","0.0","","32.8","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-05","1967","05","","","","","","","","","","","60.7","E","0.0","","60.7","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-06","1967","06","","","","","","","","","","","","M","0.0","","","M","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-07","1967","07","","","","","","","","","","","58.2","E","0.0","","58.2","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-08","1967","08","","","","","","","","","","","36.6","","0.0","","36.6","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-09","1967","09","","","","","","","","","","","62.5","E","0.0","","62.5","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-10","1967","10","","","","","","","","","","","54.6","E","0.0","","54.6","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-11","1967","11","","","","","","","","","","","42.2","","0.0","T","42.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1967-12","1967","12","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-01","1968","01","","","","","","","","","","","47.5","E","78.7","","126.2","E","3","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-02","1968","02","","","","","","","","","","","23.4","","0.0","T","23.4","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-03","1968","03","","","","","","","","","","","16.0","","47.0","","63.0","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-04","1968","04","","","","","","","","","","","26.7","","0.0","","26.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-05","1968","05","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-06","1968","06","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-07","1968","07","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-08","1968","08","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-09","1968","09","","","","","","","","","","","71.1","","0.0","","71.1","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-10","1968","10","","","","","","","","","","","39.9","","0.0","","39.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-11","1968","11","","","","","","","","","","","70.9","E","7.6","","78.5","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1968-12","1968","12","","","","","","","","","","","35.3","","35.6","","70.9","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-01","1969","01","","","","","","","","","","","39.4","E","6.6","","46.0","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-02","1969","02","","","","","","","","","","","3.0","","5.8","","8.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-03","1969","03","","","","","","","","","","","23.6","","2.0","","25.7","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-04","1969","04","","","","","","","","","","","70.9","","0.0","","70.9","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-05","1969","05","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-06","1969","06","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-07","1969","07","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-08","1969","08","","","","","","","","","","","33.3","","0.0","","33.3","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-09","1969","09","","","","","","","","","","","10.2","","0.0","","10.2","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-10","1969","10","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-11","1969","11","","","","","","","","","","","74.7","","0.0","","74.7","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1969-12","1969","12","","","","","","","","","","","32.3","E","30.5","E","62.7","E","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-01","1970","01","","","","","","","","","","","0.0","T","61.0","","61.0","","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-02","1970","02","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-03","1970","03","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-04","1970","04","","","","","","","","","","","66.5","","0.0","","66.5","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-05","1970","05","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-06","1970","06","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-07","1970","07","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-08","1970","08","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-09","1970","09","","","","","","","","","","","","M","","M","","M","","M","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-10","1970","10","","","","","","","","","","","72.1","","0.0","","72.1","","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-11","1970","11","","","","","","","","","","","42.7","E","1.3","E","43.9","E","0","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1970-12","1970","12","","","","","","","","","","","12.2","E","67.8","E","80.0","E","3","","","","",""
"-79.32","43.67","TORONTO ASHBRIDGES BAY","6158370","1971-01","1971","01","","","","","","","","","","","6.4","E","26.4","E","32.8","E","3","","","","",""
